Trajectory Type,Speed,Wind X,Wind Y,Motor Affected,Full Loss,Partial Loss,Turbulence,Saturation RPM,Mean TTE,Sum TTE,Max TTE,Median TTE,Std TTE,TTF,TTC,Completed,TOC,Cross Corridor,Variance,Final SOC
square,3.38184739047261,3.22382268435044,1.88136105139416,6,0,0.9,0,0,0.930759403655138,11506.0477479848,1.99314420575243,0.789910466431846,0.65335339835775,NaN,123.61,1,0,0,0.000541587325574178,0.897711517635032
square,3.96404412206371,3.22382268435044,1.88136105139416,6,0,0.9,1,0,0.900628242397686,9659.23789971518,1.99572485457696,0.756629120493051,0.662897411079798,NaN,107.24,1,0,0,0.000729314777590897,0.909961091013088
triangle,3.76923824873882,7.94753742347529,6.13093839876338,6,0,0.9,0,0,9.67851420791646,57374.2322245288,108.206147298338,1.69143139190181,26.5996670611384,59.28,NaN,0,20.48,2,0.00104221572588977,0.945706067978295
square,3.50361224494463,7.94753742347529,6.13093839876338,6,0,0.9,1,0,1.58993258990362,20274.820386451,3.01492847749391,1.53459073988361,0.750814233668177,NaN,127.51,1,44.09,2,0.0005303095432278,0.892610963371243
triangle,4.64875253337767,13.0854544219661,11.3264045490501,6,0,0.9,0,0,19.1184262451415,264904.914052681,93.7344973577191,8.15771751686275,24.7713131770133,138.56,NaN,0,128.73,2,0.00040350642602601,0.873683400652896
square,4.4604975845352,13.0854544219661,11.3264045490501,6,0,0.9,1,0,11.775381016896,296303.912528154,63.4293005642768,4.01575564441591,16.9838154823745,251.63,NaN,0,186.66,7,0.000280529407190614,0.784914944020654
triangle,4.81261630129947,0,0,7,0,0.75,0,0,0.574379360449619,5201.57948823175,1.9330673030811,0.507718607815833,0.392043807947098,NaN,90.55,1,0,0,0.00110204760825284,0.918554642458242
square,4.63552111874128,0,0,7,0,0.75,1,0,0.804597223469865,7524.59323389018,1.99585782455931,0.610167460787764,0.607229031826031,NaN,93.51,1,0,0,0.00097722740542079,0.916970201111901
square,3.85051864042827,2.97178125332165,0.112562963701159,7,0,0.75,0,0,0.857671027314648,9445.53102381621,1.97888284114097,0.701173222332713,0.610661694944701,NaN,110.12,1,0,0,0.000691145579962351,0.902004243320978
square,3.3229694886235,2.97178125332165,0.112562963701159,7,0,0.75,1,0,0.888146854099155,11116.046025905,1.97985242614942,0.755266380577626,0.616826462991159,NaN,125.15,1,0,0,0.000527112853763055,0.888992990063496
square,4.19704733751348,7.11442844550042,5.47114669443867,7,0,0.75,0,0,1.02806674518629,11058.9139779689,2.50904872795151,0.966641464287704,0.850046642893211,NaN,107.56,1,20.44,2,0.000752486174652766,0.906360210599804
triangle,4.39189862660322,7.11442844550042,5.47114669443867,7,0,0.75,1,0,0.830468962683528,6255.09222693234,5.23378494424549,0.210194054915158,0.878812731260946,75.32,NaN,0,9.74,2,0.000709989499696206,0.931813753781281
square,3.1376121982361,13.1926537913592,10.1680191803321,7,0,0.75,0,0,22.1657087782921,828820.182637898,73.908815723057,5.49979480461501,27.1426646812793,373.92,NaN,0,347.17,2,9.61073984372318e-05,0.667784800803722
triangle,4.06172856138825,13.1926537913592,10.1680191803321,7,0,0.75,1,0,25.2564623494829,397157.870445619,111.18062077759,7.72811144951778,30.0070241671213,157.25,NaN,0,140.28,1,0.00013647639761871,0.860855318847118
triangle,4.43671788641177,0,0,8,0,0.5,0,0,1.99046531912484,8449.52527968495,113.693211767387,0.510880542972983,12.8823709471575,42.45,NaN,0,0.56,1,0.000457043598799875,0.958315575779435
square,4.06266781313135,0,0,8,0,0.5,1,0,3.80625473818816,12693.8595518575,91.8915825791354,0.404135128739397,16.2995489716066,33.35,NaN,0,4.19,1,0.000431088613528931,0.967410520639352
square,4.55760448364819,0.52814601664511,3.054793293731,8,0,0.5,0,0,0.953493173545681,9219.32549501319,5.11891640816958,0.814715333539171,0.866478065636158,96.69,NaN,0,14.96,3,0.000927062936963497,0.907749663356811
square,3.18164657157488,0.52814601664511,3.054793293731,8,0,0.5,1,0,3.06052058353609,12306.3532663986,95.6617786363189,0.237794133098716,15.3968059608235,40.21,NaN,0,4.22,1,0.000244974805402566,0.960679504040426
triangle,3.88017027800344,5.76828358795653,6.40502651266935,8,0,0.5,0,0,1.98208700646166,9771.68894185598,111.974921884608,0.756667640582752,11.6710308421846,49.3,NaN,0,1.11,1,0.000340195759616357,0.952440195624558
triangle,3.91484873137535,5.76828358795653,6.40502651266935,8,0,0.5,1,0,2.28149192647691,9360.96137433477,105.23387191498,0.747984210867953,12.0988661322088,41.03,NaN,0,1.14,1,0.000380177434733422,0.961179770480768
triangle,4.27541819614435,12.5902605418055,14.7181131227419,8,0,0.5,0,0,24.4960296593203,11170.18952465,138.285355422143,4.47138530614214,48.5420449330273,4.56,NaN,0,2.97,1,0.000543379346341827,0.995092650286827
triangle,3.48141407096032,12.5902605418055,14.7181131227419,8,0,0.5,1,0,23.0327440727416,10917.5206904795,137.708038669895,4.2931331754814,47.033414509595,4.74,NaN,0,3.1,1,0.000413975700416009,0.99509254146542
square,4.39028099910347,0,0,1,0,0.9,0,0,0.767966871218853,7471.54969008822,2.00624844899303,0.581349640914411,0.693083037283803,NaN,97.28,1,0.51,3,0.000892188633378096,0.916139488482318
square,3.50958031319401,0,0,1,0,0.9,1,0,0.791737651171017,9366.25641335313,2.00962257751696,0.638160374571934,0.692274937958279,NaN,118.29,1,1.01,3,0.000590824994915068,0.901037338919996
triangle,3.68892482260208,3.33916363506858,4.22196078263602,1,0,0.9,0,0,27.3224497913068,242350.129648892,110.707969729803,0.930552253703408,37.3676187912646,NaN,88.69,1,42.61,1,0.000646223620739477,0.923275137004605
square,4.350664131494,3.33916363506858,4.22196078263602,1,0,0.9,1,0,0.874226159308153,8752.75230699322,2.0050445932721,0.745431583582944,0.662047730974119,NaN,100.11,1,0.77,1,0.000851337698200082,0.914486912303046
square,4.83198248826285,8.01085243790898,6.93385597260492,1,0,0.9,0,0,1.23657480902407,12321.2313971159,4.50246024614019,0.996403240485814,0.688940317242047,99.64,NaN,0,22.31,3,0.000935970169508425,0.915111076040067
square,3.92489831848466,8.01085243790898,6.93385597260492,1,0,0.9,1,0,1.37494877663551,16085.5257378588,4.29683273644589,1.21987501698746,0.713943542394473,116.99,NaN,0,36.36,3,0.00065315786779426,0.902367638607948
triangle,3.64494361437356,12.3045818301448,13.850798643043,1,0,0.9,0,0,9.45757241339985,86631.3633067426,111.53588960845,7.39108569885515,17.2357838801754,91.6,NaN,0,84.99,1,0.000155763726317782,0.911945237113243
square,3.94271430742122,12.3045818301448,13.850798643043,1,0,0.9,1,0,16.043874959192,59554.8638485207,108.455857579142,4.28259699101604,29.8837149514496,37.12,NaN,0,30,1,0.000683013211015147,0.954796797124215
square,3.94697198593064,0,0,2,0,0.75,0,0,0.800512071176365,8551.87045637711,1.99338216514994,0.603346197376009,0.590980754398989,NaN,106.82,1,0,0,0.000733492741057161,0.90494402946949
triangle,3.68224921409822,0,0,2,0,0.75,1,0,0.620284818931119,7053.87896088469,1.99262299699713,0.580237968965739,0.455946827154794,NaN,113.71,1,0,0,0.00067666982964425,0.899788465235267
triangle,3.48569919663634,0.958726277308989,3.69213419988471,2,0,0.75,0,0,0.559877277622371,6731.9643861314,1.94294043941514,0.377323193451292,0.506824701310752,NaN,120.23,1,0,0,0.000601772738454015,0.892995936951722
triangle,3.53812317337204,0.958726277308989,3.69213419988471,2,0,0.75,1,0,0.552088347434777,6544.45527049184,1.94451981899343,0.369675103661528,0.506726899206578,NaN,118.53,1,0,0,0.000620206920963479,0.894748341260819
triangle,3.18222692737307,5.94330988395745,6.43749086533066,2,0,0.75,0,0,1.03513749141883,14005.4102588968,2.3324557841969,0.896803166125598,0.739404695552606,NaN,135.29,1,26.42,1,0.000477134961365736,0.882737159600277
triangle,4.36672648658931,5.94330988395745,6.43749086533066,2,0,0.75,1,0,0.872828336026717,8931.6523625614,2.14058822044881,0.658569108330016,0.709175144220325,NaN,102.32,1,13.54,1,0.000865475756677228,0.909638722657275
triangle,4.29523526034537,12.1286442093559,13.2222139071567,2,0,0.75,0,0,8.94537060339901,71393.0027857275,108.969564004133,5.29969266174442,20.0399164426341,79.81,NaN,0,71.1,1,0.000209240280966735,0.920398320298361
triangle,4.27157342102817,12.1286442093559,13.2222139071567,2,0,0.75,1,0,10.336391103172,83704.095153487,112.02530326916,5.8238980599874,23.0090101983311,80.98,NaN,0,71.72,1,0.000186850490737921,0.918393458707892
square,3.47246115398759,0,0,3,0,0.5,0,0,1.33356183846274,16236.1153832838,2.55014010692955,1.40300946975113,0.73325617508523,NaN,121.74,1,24.66,1,0.000567911623118339,0.884553873345048
square,4.21460788137127,0,0,3,0,0.5,1,0,1.22013668547301,12611.332781049,2.34991005487495,1.22676250484601,0.681887022691159,NaN,103.35,1,17.78,1,0.000806888650361086,0.900410578898021
square,4.54057102960732,2.29362746824434,3.30972375952826,3,0,0.5,0,0,1.22470782181301,12113.5850655525,2.47636707218349,1.25404721272176,0.719709692772552,NaN,98.9,1,18.07,1,0.000901085381433435,0.904064017390345
square,4.32401919671827,2.29362746824434,3.30972375952826,3,0,0.5,1,0,1.25743922785923,12878.6925717342,2.52880998467317,1.28101003715979,0.736869466054771,NaN,102.41,1,19.71,1,0.000831142113831015,0.901310482192928
triangle,3.51288198445829,9.20964576345655,9.16458409537608,3,0,0.5,0,0,18.5013314499079,15855.6410525711,142.586882435605,2.83820820740967,40.2250331039799,8.57,NaN,0,4.77,1,0.00204255996083739,0.99199542832753
triangle,4.16449832905445,9.20964576345655,9.16458409537608,3,0,0.5,1,0,20.011406725674,16389.342108327,146.000302694926,2.44562644447254,41.308338313076,8.19,NaN,0,4.48,1,0.0031397279520174,0.991633933504669
square,3.63614815096212,14.34970516179,11.3238951323781,3,0,0.5,0,0,12.6910392060736,276981.930672557,59.4815089507662,10.5765562312756,8.72521990598029,218.25,NaN,0,212.18,1,0.000693761145234256,0.7743971662355
triangle,4.87965894068984,14.34970516179,11.3238951323781,3,0,0.5,1,0,43.1122569366225,568995.567049543,97.9145791131362,49.0543606737627,34.7385031854866,131.98,NaN,0,125.71,1,0.000259668870451556,0.86799946872086
triangle,4.08943222105353,0,0,4,0,0.9,0,0,0.640878825355477,4764.93406651798,12.4558072000897,0.166901702662435,1.41790271208677,74.35,NaN,0,2.66,1,0.000731144276903571,0.936205743096752
triangle,4.08777186799928,0,0,4,0,0.9,1,0,0.587384293731656,6097.63635322832,1.9353369357151,0.251903534985868,0.588374201963805,NaN,103.8,1,0,0,0.000820973540354922,0.912250847085983
square,3.43735326479927,2.61247652888551,4.96852312060426,4,0,0.9,0,0,1.05657180529588,13052.8880826253,2.08822983436775,0.959444191002225,0.638110840085322,NaN,123.53,1,11.01,1,0.000547516468125531,0.897163724773087
square,3.21939492904639,2.61247652888551,4.96852312060426,4,0,0.9,1,0,1.07569695318339,14084.1002080301,2.08175992798783,1.01866987972364,0.640618343196648,NaN,130.92,1,12.73,2,0.000484726326052542,0.890141122700062
triangle,3.73163235367634,7.02289997928813,7.24186456033248,4,0,0.9,0,0,2.23521572471052,20170.5866997877,12.7891344953356,2.29905756532242,1.30173797210931,90.24,NaN,0,54.45,3,0.000571769270409418,0.923331687685032
triangle,4.25579275922834,7.02289997928813,7.24186456033248,4,0,0.9,1,0,2.02079229221256,16548.2680809286,9.88385901103459,2.03057611341091,1.11003788748939,81.89,NaN,0,42.49,4,0.000733703183503317,0.928718992908588
square,3.38405669885555,14.6642678513941,14.8637042700151,4,0,0.9,0,0,65.2235413744526,2192424.11976085,153.463088730342,39.2293418375149,55.3627724923003,336.14,NaN,0,331.04,1,2.73654143554795e-05,0.681476177897704
square,4.39253267416599,14.6642678513941,14.8637042700151,4,0,0.9,1,0,46.330835810496,827376.065903838,155.482069107397,37.0711865881808,33.8504531621542,178.58,NaN,0,173.17,1,0.00012586252303479,0.830288677431271
square,4.72227962278667,0,0,5,0,0.75,0,0,0.868903765527588,8006.94819933672,2.01018209730346,0.706474910150845,0.692152210939652,NaN,92.14,1,2.77,1,0.00100849144701722,0.918264660187598
triangle,3.78691272243053,0,0,5,0,0.75,1,0,0.880915760130012,7012.97036639502,3.94529719538113,0.394334662579716,0.774698854538851,79.61,NaN,0,1.34,1,0.000582115680030441,0.929244810533437
square,3.69542534255505,3.70628971727103,2.60026233695193,5,0,0.75,0,0,1.05942739161748,12289.3577427628,2.18792995904421,0.869745551205547,0.701475630112152,NaN,115.99,1,15.31,1,0.000626831372049989,0.898099420946542
square,4.17218413446292,3.70628971727103,2.60026233695193,5,0,0.75,1,0,1.03509704207744,10797.0972459098,2.12596754505978,0.822644284380615,0.702764769620545,NaN,104.3,1,12.91,1,0.000785109730472599,0.904662657433622
square,3.48557071564192,5.22227046139119,8.7746663361559,5,0,0.75,0,0,1.85118245060017,24324.5374008863,3.44029617758538,1.99265150622423,0.898639430880322,NaN,131.39,1,65.32,3,0.000510324037039825,0.886055685399723
square,4.37559217024021,5.22227046139119,8.7746663361559,5,0,0.75,1,0,1.56406345880124,16990.4213529579,2.92363692129366,1.67448928913751,0.758122850491626,NaN,108.62,1,39.33,3,0.000771957790631432,0.903439947738417
triangle,4.36683173393596,13.681700371506,11.9735373763938,5,0,0.75,0,0,112.272662937755,2410494.07327361,195.454380868833,148.468437568497,75.1443003872962,214.7,NaN,0,207.25,1,8.4171269618783e-05,0.805877731124108
square,3.88461082676674,13.681700371506,11.9735373763938,5,0,0.75,1,0,59.6425774104667,2303098.12670517,142.461805021683,36.7942767453881,52.6591748470287,386.15,NaN,0,378.17,1,7.2532266462091e-05,0.655962494043087
square,3.54054084686413,0,0,6,0,0.5,0,0,1.30238524188116,15567.4107962055,2.38229027169788,1.38251907717931,0.674468319572688,119.53,NaN,0,21.21,1,0.000588562167021442,0.887374885062059
square,4.64344236992262,0,0,6,0,0.5,1,0,1.14568537537388,10932.1298518176,2.17099476774717,1.17173914555468,0.619788582394493,NaN,95.41,1,11.29,1,0.000958752195915613,0.908704007765635
square,4.53822877477659,4.43885477128177,1.95591497730582,6,0,0.5,0,0,1.2745864879613,12726.7460822935,2.19575076040648,1.31884831569924,0.604129007662673,NaN,99.84,1,12.48,1,0.000888582014358058,0.905548772269666
triangle,4.61702819177469,4.43885477128177,1.95591497730582,6,0,0.5,1,0,4.21368783406907,18127.2850621651,135.543284811546,1.71161080519379,18.0035432016802,43.02,NaN,0,15.8,2,0.000896284914380925,0.958195235757658
triangle,4.58081443593383,6.88697772417551,6.08009457980697,6,0,0.5,0,0,4.43386843898626,21091.9121642576,133.50934249534,2.42148595618803,16.6882102176917,47.57,NaN,0,28.94,2,0.00065788446853366,0.953498696573934
triangle,3.65513086815041,6.88697772417551,6.08009457980697,6,0,0.5,1,0,4.4030453932962,24410.4836604341,122.648714324615,2.88894314750384,14.1775125077245,55.44,NaN,0,36.57,3,0.000327136182220928,0.946394214497083
square,4.53770850485923,12.1932249129348,14.1675029779449,6,0,0.5,0,0,167.52794771464,5538306.42349828,620.225991575663,47.7735195602149,213.542438074361,330.59,NaN,0,328.82,1,0.000119848083067205,0.680923433275167
triangle,4.72396095740414,12.1932249129348,14.1675029779449,6,0,0.5,1,0,184.487225325579,3661517.96103676,318.722823387148,209.255866582961,93.865862099398,198.47,NaN,0,196.66,1,0.000274066645894797,0.808824233737528
square,4.17605211061699,0,0,7,0,0.9,0,0,0.774644048929702,7854.89065614718,2.00684998230375,0.541200150043963,0.667689803942893,NaN,101.39,1,0.57,2,0.00081541744364758,0.913195653765336
square,3.3997256457149,0,0,7,0,0.9,1,0,0.787331836242607,9573.16779687386,1.99918292646521,0.553112457311997,0.657994382944545,NaN,121.58,1,0,0,0.000556924275938443,0.898963878738134
square,4.57992605988906,3.74352859107846,4.12791907893078,7,0,0.9,0,0,0.837609898710663,8098.01250073469,2.01093016950112,0.669040843583673,0.690084058044569,NaN,96.67,1,1.3,2,0.000925225066511462,0.917898241349553
square,4.06812825474145,3.74352859107846,4.12791907893078,7,0,0.9,1,0,0.870470003661216,9228.72297881622,2.00681120172399,0.723949606429618,0.695319403556384,NaN,106.01,1,2,1,0.000752171490696993,0.909830340375205
square,4.35730460960038,5.55852872096602,5.68146274469149,7,0,0.9,0,0,1.03263568378482,10640.2780857187,2.07335189735933,0.812582127287378,0.66307482183142,NaN,103.03,1,8.21,1,0.000818770716083278,0.912905929989653
square,3.37942081203516,5.55852872096602,5.68146274469149,7,0,0.9,1,0,1.15679393673778,14746.8091055333,2.18079666171604,0.937120182125604,0.685306722056647,127.48,NaN,0,19.61,1,0.000516572784276661,0.894263281564658
triangle,4.70142534857801,10.7380411098834,10.2748707345309,7,0,0.9,0,0,9.05563968430074,70009.150399329,95.946862221881,3.05796063057052,22.244637424757,77.31,NaN,0,55.04,2,0.000627180406215151,0.928486219438519
triangle,4.85921773351333,10.7380411098834,10.2748707345309,7,0,0.9,1,0,7.76057046406959,54944.8388856127,94.4274639088785,2.97921246238718,19.7545923395672,70.8,NaN,0,50.72,2,0.000494807652398976,0.934310419924773
triangle,4.75802780919436,0,0,8,0,0.75,0,0,2.73388783023264,10544.6053612073,111.94239627989,0.219609805215318,16.3751921783414,38.57,NaN,0,0.86,1,0.000570239974600033,0.9660205839274
triangle,3.00104475071389,0,0,8,0,0.75,1,0,2.09782457140977,11817.0458107512,112.108937173197,0.381832018445576,13.7525943528466,56.33,NaN,0,0.88,1,0.000249013028977165,0.950582930804186
square,4.05536013867688,3.06283234741999,4.94975102854415,8,0,0.75,0,0,1.0419349870329,11413.3558479584,6.19941056447084,0.799104745702358,0.805031668128591,109.54,NaN,0,10.32,2,0.000730345233521483,0.902403784534292
square,4.6026952110439,3.06283234741999,4.94975102854415,8,0,0.75,1,0,0.947967543322427,9178.22175444774,2.03599161990017,0.70473715064972,0.659000230921345,NaN,96.81,1,4.99,1,0.000927400923589791,0.913738885578322
triangle,4.14932243826038,7.49047145598195,9.50426244266002,8,0,0.75,0,0,5.2636355478663,19764.951482238,89.5238985364717,2.39530272144054,13.5518176428333,37.55,NaN,0,23.12,2,0.000496770292444702,0.962047183768097
triangle,4.4772805839908,7.49047145598195,9.50426244266002,8,0,0.75,1,0,5.84322211693519,18634.0353309063,81.8300285331814,2.1193106575304,14.5838841346218,31.89,NaN,0,17.36,1,0.000568917901383904,0.967194429374437
triangle,3.16696562720525,11.2336726299299,13.3320810865973,8,0,0.75,0,0,72.1068915751278,401202.744724011,133.304689363784,73.469213590392,41.5318230731912,55.64,NaN,0,52.38,1,0.000545327368788256,0.938887900960668
triangle,4.32188911589468,11.2336726299299,13.3320810865973,8,0,0.75,1,0,11.3989580928354,51192.7207949236,95.062915700744,5.22357008778683,22.7789246710519,44.91,NaN,0,37.47,1,0.000196815544479129,0.953644940725528
triangle,4.53805817067179,0,0,1,0,0.5,0,0,31.8405905080046,268543.540344511,121.943317022469,5.01717615632547,41.8039769299753,NaN,84.33,1,46.63,1,0.000844572706148983,0.916210711059709
triangle,4.85662612462838,0,0,1,0,0.5,1,0,31.3671003719901,252003.284388569,121.353581088863,4.75710351143722,41.53178306781,NaN,80.33,1,44.64,1,0.000939844135800517,0.920617731932656
square,4.72542143739934,0.0849146916863064,0.604297855492791,1,0,0.5,0,0,30.6369836782819,190194.394674774,111.651157387073,7.69915543274313,38.7904208734729,NaN,62.07,1,37.3,1,0.000821971398776684,0.93795815259474
square,4.68971134915253,0.0849146916863064,0.604297855492791,1,0,0.5,1,0,30.0370928795215,186500.309688949,110.67684038537,7.01448020803438,38.3765967890762,NaN,62.08,1,36.98,1,0.000815701629166053,0.937684439698578
triangle,3.06398203152513,7.76145670769387,8.14941692532211,1,0,0.5,0,0,13.2605746823733,7120.92860443447,120.987872382806,0.361977375544345,36.7252579932785,5.37,NaN,0,1.41,1,0.000167866886685192,0.993866171687192
square,3.72482292454611,7.76145670769387,8.14941692532211,1,0,0.5,1,0,20.1696944697728,11557.2349311798,101.826704827142,0.47286150401532,39.4636173859162,5.73,NaN,0,1.79,1,0.000166240554745334,0.995278307380013
square,3.24616749509189,12.4478499458866,10.9625519803104,1,0,0.5,0,0,26.4450670761055,12931.6378002156,108.730615835776,2.8379858759425,44.0244256228402,4.89,NaN,0,2.79,1,0.000356258430310209,0.995092747378302
square,3.29302982122978,12.4478499458866,10.9625519803104,1,0,0.5,1,0,25.8796945251814,12603.4112337633,108.877573638966,2.7030999848717,43.6783128917755,4.87,NaN,0,2.73,1,0.000357368245138444,0.995092759598199
triangle,3.56373371176086,0,0,2,0,0.9,0,0,0.516834075326201,6027.31898645416,1.94604213550716,0.340850403611296,0.515405978581833,NaN,116.61,1,0,0,0.000638659055796671,0.900485422730722
square,4.39032607888866,0,0,2,0,0.9,1,0,0.750574517874994,7295.58431374494,2.00329011656328,0.504969029413171,0.667356186801273,NaN,97.19,1,0.32,3,0.000893101411341418,0.916387488767521
square,3.24786455519614,2.67900527875557,2.22591582648021,2,0,0.9,0,0,0.766660371496907,9786.41964215802,2.00315772885234,0.586332883390554,0.688095692468212,NaN,127.64,1,0.52,2,0.000504894730877806,0.892884117413148
triangle,4.70599631068163,2.67900527875557,2.22591582648021,2,0,0.9,1,0,0.547698792458044,5107.83893846372,1.89968778807121,0.120558467649658,0.601418523353239,NaN,93.25,1,0,0,0.00104110214421676,0.920408156339156
triangle,4.1299591414764,6.35147166146349,6.04230679375657,2,0,0.9,0,0,1.1152818318096,12068.4647020117,2.58522279570585,0.985821714314586,0.807138506117564,NaN,108.2,1,24.09,1,0.000771499073611766,0.91050525979281
square,3.83405790328577,6.35147166146349,6.04230679375657,2,0,0.9,1,0,1.14010582833147,13089.5550150736,2.09889326016938,0.873500041015341,0.663046143971362,NaN,114.8,1,19.16,2,0.00064789266717919,0.904196168638308
square,3.21141885316344,14.7396656064658,10.4103560354886,2,0,0.9,0,0,124.066851050036,5795286.67939823,295.697238614725,33.9133529353882,113.023603940131,467.11,NaN,0,455.16,1,3.1272430454095e-05,0.59868312834716
triangle,3.33292088175284,14.7396656064658,10.4103560354886,2,0,0.9,1,0,41.170034684027,1158113.07566168,131.541249557488,17.3310584323813,40.0971341237728,281.3,NaN,0,268.75,1,8.78212669471289e-05,0.763804288558969
triangle,4.8624027692165,0,0,3,0,0.75,0,0,0.91976038341631,8306.3560226327,2.01639387958287,0.754064827096501,0.570355918628689,NaN,90.3,1,0.33,1,0.0011155050080669,0.918640705045057
square,4.47568330759518,0,0,3,0,0.75,1,0,0.964763088051181,9307.06951042975,2.01221178563311,0.816947203327015,0.64338623687334,NaN,96.46,1,3.12,1,0.000916527813195277,0.913188791188629
triangle,4.96879662448194,4.30220281519116,4.67202559480607,3,0,0.75,0,0,1.36425327738692,12575.6867109526,2.53680672629161,1.34378955958711,0.680693100041772,NaN,92.17,1,19.13,1,0.00109754741649924,0.920114549365234
triangle,4.57111797853006,4.30220281519116,4.67202559480607,3,0,0.75,1,0,1.41003726827465,13819.7752663598,2.52432151005872,1.44991125431402,0.666941537094594,NaN,98,1,21.05,1,0.000954137073190266,0.912443662640596
square,3.26786250197594,5.88801230252932,6.99294748367921,3,0,0.75,0,0,1.59781267750423,21719.067725315,3.23958678591026,1.65252561265876,0.912559206620087,135.93,NaN,0,43.45,2,0.000465019054605546,0.882921577590637
square,4.8782834121391,5.88801230252932,6.99294748367921,3,0,0.75,1,0,1.2822459285003,12324.9478647449,2.48674663971649,1.33781606861092,0.705108786506688,NaN,96.11,1,17.35,1,0.000982416367983539,0.914102422184797
triangle,3.9341363740577,11.4776691723768,11.6646814091809,3,0,0.75,0,0,27.3663637047823,142441.923083392,160.738438873969,6.06807370754226,46.8780108108675,52.05,NaN,0,44.98,1,0.00325469875995704,0.944307560372268
triangle,3.05045636298607,11.4776691723768,11.6646814091809,3,0,0.75,1,0,24.9184077433456,261817.710159332,195.002355505075,8.93744210605773,42.4880061909996,105.07,NaN,0,97.9,1,0.00138348252060655,0.897374710299533
square,3.69575838865452,0,0,4,0,0.5,0,0,0.991159357622021,9003.69160463844,4.06550535205463,0.85066376737074,0.641656228711242,90.84,NaN,0,2.59,1,0.000594182982367271,0.913486578060778
square,3.10847896888226,0,0,4,0,0.5,1,0,1.07333574634211,11385.9455971971,4.9833692295235,0.961582312878448,0.671027565896461,106.08,NaN,0,2.74,1,0.000431969735196802,0.897620971535345
square,4.7969722756686,3.31404030980487,1.65414497601652,4,0,0.5,0,0,0.897355491745729,6740.03709850217,2.96272065774586,0.670149736158663,0.626476459510629,75.11,NaN,0,2.49,1,0.000919023109655053,0.926058665937543
triangle,4.97683585756996,3.31404030980487,1.65414497601652,4,0,0.5,1,0,0.81485394137732,5307.14372019048,5.08390967088697,0.704765047803684,0.761995822379582,65.13,NaN,0,2.5,1,0.000918362127397506,0.936780854732215
