Trajectory Type,Speed,Wind X,Wind Y,Motor Affected,Full Loss,Partial Loss,Turbulence,Saturation RPM,Mean TTE,Sum TTE,Max TTE,Median TTE,Std TTE,TTF,TTC,Completed,TOC,Cross Corridor,Variance,Final SOC
square,3.57569868963027,8.53458709661381,9.99745810048852,4,0,0.5,0,0,2.0489523600615,23532.2178553063,4.28239897330448,1.75203147227582,1.28182168952883,114.85,NaN,0,52.73,3,0.000442939113395527,0.891975192691843
triangle,3.92967988325027,8.53458709661381,9.99745810048852,4,0,0.5,1,0,3.89093513235374,39559.1374906405,8.16838947654864,3.72818662492523,2.07395882691379,101.67,NaN,0,80.45,3,0.000486749710635233,0.901428227784225
square,3.35623390777353,14.0910201945384,10.5011077009775,4,0,0.5,0,0,3.69753116498803,40103.4230154602,86.3111628948629,3.27908553690816,6.79945655654096,108.46,NaN,0,77.33,3,0.000260852164355249,0.890489957208451
triangle,3.11340937813658,14.0910201945384,10.5011077009775,4,0,0.5,1,0,24.7022564030186,351019.063486894,121.92999759147,7.29485792657405,35.7592381495856,NaN,142.09,1,123.7,3,0.000313355855001618,0.859742421368778
triangle,3.41789334798627,0,0,5,0,0.9,0,0,5.34050947445058,28507.6395746172,83.7291306310375,0.131812593807749,19.0209637811125,53.38,NaN,0,4.67,1,0.00117744988326154,0.949265789383971
square,4.35078235467249,0,0,5,0,0.9,1,0,0.798545487552175,7823.35014154865,2.00616633987868,0.658582406875809,0.701328751932747,NaN,97.96,1,0.73,3,0.000878036778593933,0.914226439355886
triangle,4.49109214740343,4.56066237119811,0.520057873896893,5,0,0.9,0,0,0.746931995933477,5422.72629047704,6.0130413597056,0.137419905774539,0.91961120655021,72.6,NaN,0,2.61,1,0.000787687536403506,0.937990109406994
square,4.12372285056327,4.56066237119811,0.520057873896893,5,0,0.9,1,0,0.880063627609297,9175.54338145453,2.05715595462868,0.650979307882146,0.737395320484333,NaN,104.25,1,6.98,2,0.000777429706512989,0.909289897907045
square,3.26824586565736,7.98605675168927,6.49968495044894,5,0,0.9,0,0,1.72101448388373,23612.3187188848,3.24217444999313,1.66577274049606,0.830175220849375,NaN,137.19,1,53.77,3,0.000458108841685246,0.886314693585253
square,4.78988335088163,7.98605675168927,6.49968495044894,5,0,0.9,1,0,1.35075710738633,13313.0620503996,2.55932580062988,1.20758597615162,0.710496609803632,NaN,98.55,1,18.97,1,0.000930158306562743,0.914497435971804
square,3.88344411412885,11.2124327946836,10.2687719610436,5,0,0.9,0,0,2.64695595094749,41284.571966928,4.53754552516975,2.79385130065914,1.10072539853478,NaN,155.96,1,109.52,4,0.000424365689478415,0.866626505576426
square,4.79438270194714,11.2124327946836,10.2687719610436,5,0,0.9,1,0,2.25515079338332,30742.2156154014,3.89378709916343,2.33530616117672,0.920242074327229,NaN,136.31,1,81.29,4,0.000578271647732437,0.883835491812729
square,3.91211533368748,0,0,6,0,0.75,0,0,0.982475648631888,10572.4204549277,2.0069419376302,0.797922002843622,0.621185556144101,NaN,107.6,1,2.48,1,0.000721135111198587,0.905262501801137
square,4.99077945531018,0,0,6,0,0.75,1,0,0.912162206066858,8078.1084969281,1.99946976048386,0.689715282009278,0.627115156140848,NaN,88.55,1,0,0,0.00110753073501796,0.92196640528958
square,3.59648794377553,1.48673407943961,0.310226106598163,6,0,0.75,0,0,1.01693253835382,11814.7222305947,2.01317522827601,0.849304071393959,0.618352781524161,116.18,NaN,0,4.14,1,0.000614908281296256,0.898206188765237
triangle,4.01085628491541,1.48673407943961,0.310226106598163,6,0,0.75,1,0,1.17985774798412,9205.2501497721,4.12877180205842,1.03802610640606,0.714219550883589,78.02,NaN,0,12.56,2,0.00071854597809132,0.929926156490494
triangle,3.16172484626063,8.15534999606797,5.44945825388046,6,0,0.75,0,0,28.0148260281362,313233.769820591,126.251250422783,2.96769694339523,39.0231947005345,NaN,111.8,1,82.03,3,0.00077958212594437,0.895428022498157
triangle,4.81026948844714,8.15534999606797,5.44945825388046,6,0,0.75,1,0,7.34715034189657,66572.5292479248,23.4320619852067,2.06074152735972,7.86420402260144,90.61,NaN,0,51.12,3,0.00104407080046286,0.918225582870359
square,3.67619543760434,10.5457710602123,14.129044289278,6,0,0.75,0,0,21.2217397358948,657513.162237229,279.632752362386,12.9391788727671,29.9527128016854,309.83,NaN,0,290.76,2,0.000228521581905821,0.717947178033768
square,4.49262685540736,10.5457710602123,14.129044289278,6,0,0.75,1,0,128.517850266615,4291339.53825254,526.142081616982,15.4382858733582,184.368040678354,333.91,NaN,0,329.63,1,0.000387346129367126,0.699630046213558
triangle,4.20693596766154,0,0,7,0,0.5,0,0,3.8186244940307,16885.9575126038,106.624018797752,1.67722482404118,14.1315885278808,44.22,NaN,0,15.53,2,0.000592267718711332,0.956272852182095
triangle,4.45941889644646,0,0,7,0,0.5,1,0,2.94573139636377,12145.2505472078,90.5770935762992,1.42494701227627,11.7737572657421,41.23,NaN,0,8.97,2,0.000803573097989982,0.95963549073209
triangle,4.38506397277304,3.90688525899639,1.43988487807086,7,0,0.5,0,0,3.65188835086613,17521.7603074557,86.8522464899883,1.54731703548128,11.2655638177397,47.98,NaN,0,12.17,2,0.000730472378800218,0.952071090295128
square,3.79304158516319,3.90688525899639,1.43988487807086,7,0,0.5,1,0,1.09173469854139,12428.3078081952,2.065965642295,0.997739626788317,0.598618283107556,NaN,113.83,1,12.64,1,0.000656460794040053,0.891357288877061
triangle,4.21573181452589,8.90087765745587,6.68791932026023,7,0,0.5,0,0,1.65747721883138,9464.19491952716,104.735058482665,0.340063047449616,11.03522919319,57.1,NaN,0,2.57,1,0.000354865175301254,0.945156387728133
square,3.209626483947,8.90087765745587,6.68791932026023,7,0,0.5,1,0,1.46604266163801,20507.0047509925,4.31427894445842,0.951596202465275,1.35369797717123,NaN,139.87,1,47.22,3,0.000440901126336197,0.867704341189833
triangle,4.78095135836888,12.747700535076,12.4261470429248,7,0,0.5,0,0,29.7188439318146,582786.529502885,119.908291440296,5.36963573125833,35.3084451720062,196.1,NaN,0,152.61,1,0.000192909441355638,0.804359418425061
square,4.46868216739194,12.747700535076,12.4261470429248,7,0,0.5,1,0,23.794474663792,631933.658120988,87.5357020689194,4.33394915483394,31.8239642603237,265.58,NaN,0,215.75,6,0.000208438247389909,0.746543502662079
triangle,4.59670172822791,0,0,8,0,0.9,0,0,10.3946961174433,44686.7986088887,107.137194552504,0.0894400345668523,30.4432868052534,42.99,NaN,0,4.94,1,0.000655730166566215,0.95956774030162
square,4.36743114481672,0,0,8,0,0.9,1,0,0.749678284140795,7315.36069664588,2.00326890121114,0.560941750686153,0.698400823439485,NaN,97.57,1,0.37,2,0.00088484532350246,0.914296124914055
triangle,3.23498570430367,3.61362269828383,0.551767403211743,8,0,0.9,0,0,25.3221267955857,248030.231962761,107.684230171028,0.15436648872899,35.7405869425387,97.95,NaN,0,43.56,1,0.000517725100532729,0.916047885136113
triangle,3.65762842951361,3.61362269828383,0.551767403211743,8,0,0.9,1,0,24.6947914044727,214375.484182227,105.379842743768,0.117813656534284,34.9813906602076,NaN,86.8,1,38.63,1,0.000668733622367702,0.923466747344638
square,4.48006465597556,8.7456573155176,7.91592865727438,8,0,0.9,0,0,1.67624113170634,18448.70989556,12.4103492783815,1.47930349336022,1.15482577066876,110.06,NaN,0,36.35,3,0.000790953256321816,0.906533206607775
triangle,4.4699150833921,8.7456573155176,7.91592865727438,8,0,0.9,1,0,23.6642598672945,187988.880385788,110.210184078737,2.20512456247306,34.856607584714,79.44,NaN,0,47.27,2,0.000796967705415848,0.930778622503902
square,3.7328732326384,14.3346514587596,10.4311726493175,8,0,0.9,0,0,142.571917159122,5728967.34720501,353.247861029513,34.8597430423055,132.633062705353,401.83,NaN,0,390.72,1,4.47824818654506e-05,0.656896677736805
triangle,4.37005694532322,14.3346514587596,10.4311726493175,8,0,0.9,1,0,18.8136919086379,276768.221667972,145.072983049715,22.8181792657176,22.4569792657806,147.11,NaN,0,135.4,1,5.12231090085377e-05,0.868480802473701
square,3.41205571901039,0,0,1,0,0,0,2500,31.3319421247577,247929.658033208,113.573160842512,9.66645352775704,38.9434292397571,NaN,79.12,1,46.95,1,0.000499053275859617,0.924140553345037
square,4.54386783419822,0,0,1,0,0,1,2500,30.8079847432322,197879.68600578,112.971233883773,7.95991986953727,39.0103808112371,NaN,64.22,1,38.46,1,0.000778819107824458,0.937070875326247
triangle,3.4579065040462,1.94135815523901,2.75889265978614,1,0,0,0,2500,31.9575561684437,334244.079965752,122.922669006377,5.22919988206762,41.9161396660232,NaN,104.58,1,56.44,1,0.000532741756835518,0.901506733239608
square,3.96896074479636,1.94135815523901,2.75889265978614,1,0,0,1,2500,29.1429664169583,198988.174694991,109.374951557783,6.1149916370757,37.6733954974769,NaN,68.27,1,39.22,1,0.000635342570531719,0.933567503089143
square,3.58813266751726,8.90965983294001,5.50303161181211,1,0,0,0,2500,25.8910109454354,180071.981125503,103.042412279106,2.57881573410533,35.3072444284979,69.55,NaN,0,35,1,0.000537529792556264,0.93382725836701
square,4.06174451405586,8.90965983294001,5.50303161181211,1,0,0,1,2500,24.5826641130351,151699.620241539,99.4968345709392,3.09923092777034,34.1531461704923,61.71,NaN,0,32.3,2,0.000659806504721963,0.938673359356511
triangle,3.22456792431205,12.026577099403,10.5242312355788,1,0,0,0,2500,18.7640031365478,7805.8253048039,129.141848613295,1.7635709016373,43.5580697347349,4.16,NaN,0,1.96,1,0.000343939411102244,0.995092511037913
triangle,3.58314063581386,12.026577099403,10.5242312355788,1,0,0,1,2500,17.7393784923899,7681.15088720483,128.935333958723,1.68717316949995,42.441033705399,4.33,NaN,0,1.96,1,0.000281576137003685,0.994957754240975
triangle,4.38950438923588,0,0,2,0,0,0,5500,2.93012939345329,33608.5841429093,5.92904473683326,2.49556205594607,1.29934479272144,114.7,NaN,0,71.03,3,0.000489853125322289,0.934961238565006
triangle,3.8652846522942,0,0,2,0,0,1,5500,3.07231456113355,39347.1325844374,5.90418002913106,2.68508436548207,1.41502589359099,128.07,NaN,0,81.02,4,0.000384738204406403,0.927066495476413
square,3.37492161284337,0.548775253615258,4.66879924192666,2,0,0,0,5500,4.87454972842539,112402.242187761,89.1604768943628,2.69644421115524,10.9786501532397,230.59,NaN,0,147.53,3,0.00020757298509894,0.864908491521021
square,4.59566052042319,0.548775253615258,4.66879924192666,2,0,0,1,5500,4.53773388106617,119337.863338159,13.7792846447179,3.20806772914983,3.48948179127942,262.99,NaN,0,187.88,3,0.000294580127878862,0.854274864246868
square,3.54587758824738,8.84479132029434,6.98003372608938,2,0,0,0,5500,29.1115320811551,1231505.1416291,96.9969021252133,11.1184210169076,34.3420501584615,423.03,NaN,0,417.09,1,7.11908333844224e-05,0.769092980085782
square,4.34658982821731,8.84479132029434,6.98003372608938,2,0,0,1,5500,48.8852227490019,1687077.92229081,171.5492926688,10.2905648103935,63.6206103426924,345.11,NaN,0,338.86,1,6.89059767987944e-05,0.81292680355213
square,3.11880659371655,12.2586961745237,13.0492858464511,2,0,0,0,5500,663.602213955895,31915948.4802088,2083.92048422813,337.142427309447,641.553936127578,480.95,NaN,0,479.6,1,0.00056493763818917,0.7384677876769
triangle,4.54544426172587,12.2586961745237,13.0492858464511,2,0,0,1,5500,417.108801264688,8603703.24368672,708.663747833717,485.210654640388,191.636944881415,206.27,NaN,0,204.92,1,0.000929618586459698,0.888227613414238
square,3.1847046774384,0,0,3,0,0,0,1000,1.70951357589417,23187.8421434285,3.58931021801969,1.71682034982321,1.00524666144349,NaN,135.63,1,46.69,2,0.00046819318726292,0.863370351533197
triangle,3.84621877032833,0,0,3,0,0,1,1000,2.03898617779835,23097.6354220997,3.24878082101575,2.14479132654911,0.873239616236646,NaN,113.27,1,66.84,3,0.000710192259391006,0.884341173492144
triangle,3.21763587654609,3.61461262346012,2.65604646791219,3,0,0,0,1000,2.55008402134966,34464.3855485407,4.30025085098989,2.58580624712032,0.985625675154783,NaN,135.14,1,100.95,3,0.000493117036964911,0.862140759257356
square,3.25299973065861,3.61461262346012,2.65604646791219,3,0,0,1,1000,1.65016766240636,22336.6694783325,3.80562909053216,1.40421785193652,1.12404548656631,NaN,135.35,1,48.49,2,0.000474843972559076,0.863332168890019
square,3.33650259698306,5.49297046355499,5.71013624215964,3,0,0,0,1000,3.08945513999402,65913.5254117723,24.4154070300544,0.668266588992124,5.85746687068117,213.35,NaN,0,60.02,2,0.000437342864376472,0.78341809686317
square,3.63495955029887,5.49297046355499,5.71013624215964,3,0,0,1,1000,3.9755866836423,98268.5516462703,23.142265900754,0.799502483676555,5.83167632729292,247.18,NaN,0,103.78,3,0.000352073959508306,0.746650882490402
triangle,4.78584481057195,11.0878165471141,11.2552092300787,3,0,0,0,1000,88.5268672718677,1734152.80298862,144.558412290734,112.361827373952,43.3983129359345,195.89,NaN,0,192.89,1,0.00022683966048029,0.799430732996118
square,4.11147588543877,11.0878165471141,11.2552092300787,3,0,0,1,1000,22.7009130452785,22587.4084800521,140.467519587339,4.43343205571054,39.8356738212013,9.95,NaN,0,6.92,1,0.0027317855106303,0.988968495746644
triangle,4.82760082155914,0,0,4,0,0,0,2500,0.608728626823474,4005.43436449846,4.19636923120235,0.52443128538832,0.569493312531628,65.8,NaN,0,2.35,1,0.00089343181990864,0.938840567616197
square,4.11557793350975,0,0,4,0,0,1,2500,1.41302389194371,13425.1399973572,4.77397343350584,0.853698941289522,1.34171072842426,95.01,NaN,0,23.92,2,0.000671792815154014,0.907469628376534
square,4.97586946990499,0.831017814510753,3.11248629639948,4,0,0,0,2500,0.854127259840673,6275.27297804942,1.98508209921671,0.666003026165772,0.552794436160232,73.47,NaN,0,0,0,0.000985002684846681,0.929080673829346
square,3.51558450114403,0.831017814510753,3.11248629639948,4,0,0,1,2500,1.19337327189154,14435.0430968001,2.16781491022753,1.05045308962315,0.625252354496417,NaN,120.95,1,14,1,0.000576955082988791,0.888750928826883
triangle,3.80477666539232,5.36997384788469,8.42048033481004,4,0,0,0,2500,2.43887063607941,21662.0489896573,5.80998517195106,2.64132317902941,1.01244096021926,88.82,NaN,0,62.3,3,0.000533470299183801,0.916623114671
triangle,3.80436797044497,5.36997384788469,8.42048033481004,4,0,0,1,2500,2.39908914523027,21541.4214350226,7.90976709258538,2.52995251020493,1.08914088241222,89.79,NaN,0,62.18,3,0.000540292238576844,0.915837258092868
triangle,3.32226794369872,10.7718490273964,11.9067260222224,4,0,0,0,2500,8.78689978230589,132374.645220438,23.7822897341216,6.44422214860567,6.99458151257639,150.65,NaN,0,129.97,3,0.000254103225804876,0.855635544866066
square,4.74222224383078,10.7718490273964,11.9067260222224,4,0,0,1,2500,9.78263767483397,235037.652775561,57.9401400110178,2.52161380362566,12.5341420906665,240.26,NaN,0,214.26,3,0.00023886868086879,0.776498931213253
triangle,4.06125860771377,0,0,5,0,0,0,5500,1.87940866299286,26802.2469429411,4.36840220197377,1.80722578390562,0.962305879092675,NaN,142.6,1,56.55,2,0.000592329877615309,0.92121136483846
square,4.19498038374516,0,0,5,0,0,1,5500,2.08373332752425,42931.1577469822,17.5804111203556,1.78338262232616,2.1588698270255,206.03,NaN,0,69.33,12,0.000401906257757473,0.881709527653369
square,3.84529130644092,1.49612511666553,2.26296270784662,5,0,0,0,5500,3.00281473638682,36544.2553418276,14.966372420185,1.62231341507873,3.29913492411621,121.7,NaN,0,38.8,3,0.000627059915535537,0.931352481912446
triangle,4.11663839973859,1.49612511666553,2.26296270784662,5,0,0,1,5500,1.75967534352869,25944.653264987,3.72841978646104,1.86653156039622,0.822646407036379,NaN,147.43,1,53.65,3,0.000578819633817318,0.919550005368174
square,3.24974551743963,7.12167391812845,7.14677894288103,5,0,0,0,5500,14.1116554956619,61921.9443149644,88.3138861307251,0.0293594123732473,28.237446838872,43.88,NaN,0,11.2,2,0.00117203023060529,0.96274908543628
square,3.58037053026145,7.12167391812845,7.14677894288103,5,0,0,1,5500,14.4948817964938,57979.527185975,88.2963476785305,0.0900747796312953,28.7106120203161,40,NaN,0,10.26,2,0.00141098939941566,0.964648138806078
square,4.87146174556976,13.2684506698324,14.7846796203534,5,0,0,0,5500,53.1359600796682,181778.119432545,108.168425297572,44.211484738029,31.8999633474104,34.21,NaN,0,31.17,1,0.00301366926120704,0.956012101784696
triangle,3.48095679366417,13.2684506698324,14.7846796203534,5,0,0,1,5500,38.1042139636844,48849.6023014434,123.037472401545,4.97954436453867,52.0566199885521,12.82,NaN,0,7.29,1,0.00175297507208044,0.978567213598955
square,4.48737668297465,0,0,6,0,0,0,1000,1.3768260610658,13899.0590864592,2.57766062554143,1.41590522428655,0.723508568266143,NaN,100.94,1,25.29,2,0.00087560720138213,0.896759355132508
square,4.36312086094063,0,0,6,0,0,1,1000,1.40792338367264,14517.0980090486,2.62970772190836,1.43788610425664,0.740592168571298,103.11,NaN,0,27.47,2,0.000834605551972862,0.894106523421385
square,4.64714894785568,1.06081602627467,0.492593688440542,6,0,0,0,1000,1.35930972037269,13368.8110998654,2.53527198494746,1.39960769319603,0.707163067928898,98.35,NaN,0,22.85,2,0.000929517823830957,0.898938002531026
triangle,3.32713981956999,1.06081602627467,0.492593688440542,6,0,0,1,1000,4.29426054570123,23395.1314529803,132.571888480237,3.05558910814099,13.9274875039748,54.48,NaN,0,38.45,3,0.000406219680969533,0.944522651646871
square,4.40540461390095,9.47194687677121,7.58279104175635,6,0,0,0,1000,4.47669715883632,152436.014955536,38.6316240837082,2.14047146860227,7.01847758059921,340.51,NaN,0,205.57,15,0.000222618558168723,0.652338446872031
triangle,4.9069141397725,9.47194687677121,7.58279104175635,6,0,0,1,1000,6.65995721045574,44921.4113845239,134.576502426794,5.549388678823,13.0183218507839,67.45,NaN,0,60.29,1,0.000280386909823623,0.931356061396917
triangle,4.61840770258759,13.3986694910523,10.1828150902423,6,0,0,0,1000,126.672504127854,2571451.83379543,244.410975708017,150.486513959773,87.8840678089178,203,NaN,0,197.73,1,3.32360479600584e-05,0.793784372959612
triangle,3.24037403597416,13.3986694910523,10.1828150902423,6,0,0,1,1000,73.5776416815726,2128674.75148958,181.863987914484,32.7040851472358,70.689456698516,289.31,NaN,0,283.88,1,1.98086184611566e-05,0.706545571599589
square,3.7977615047664,0,0,7,0,0,0,2500,0.938360215859936,10450.5177240321,1.97388025124401,0.90344479864423,0.555951307338982,NaN,111.36,1,0,0,0.000676525995365644,0.896406154220918
square,3.36147552050959,0,0,7,0,0,1,2500,0.974957722258453,12109.9498681722,1.96370753652056,0.941360573260766,0.561285091899646,NaN,124.2,1,0,0,0.000538467007549251,0.883485939373019
triangle,4.30739977801651,0.102678873290923,4.61837806310204,7,0,0,0,2500,2.67051433618109,11266.899984348,100.89917049291,0.641754129374845,14.2056055945651,42.19,NaN,0,1.02,1,0.000606296942123789,0.960212736780741
triangle,3.32702473705505,0.102678873290923,4.61837806310204,7,0,0,1,2500,2.18157789756996,11501.2786759888,89.1670304306231,0.778470244362139,11.2185180679092,52.72,NaN,0,0.88,1,0.000549377258762583,0.95005291757153
square,3.88007119152051,8.97328942694377,7.88697098353324,7,0,0,0,2500,1.4218325753845,17215.5488227556,3.60456926523716,1.38472207361009,1.08716416983526,NaN,121.07,1,33.82,2,0.000607933852389757,0.887714045780555
square,4.5038927877349,8.97328942694377,7.88697098353324,7,0,0,1,2500,1.25827760539682,13849.8616026028,3.3476334424499,1.21212489051328,1.01451648360904,NaN,110.06,1,25.24,2,0.000750995744125712,0.895588532227859
triangle,4.34240437071307,10.3209354369595,13.8366475538829,7,0,0,0,2500,5.87100662532126,74485.4610554509,17.2920009543006,4.6959284485287,4.42850819802986,126.87,NaN,0,109.95,3,0.000422605038365131,0.873866832066769
square,4.2841216568677,10.3209354369595,13.8366475538829,7,0,0,1,2500,3.2739561651426,46477.0817203643,29.8134603716183,2.86947102855506,2.46080045653736,NaN,141.95,1,106.7,4,0.000598876356501265,0.857066191909574
triangle,3.6348557273117,0,0,8,0,0,0,5500,2.0821000445334,31296.0457693815,5.53862856888687,1.72714590066986,1.47613861001239,NaN,150.3,1,46.97,5,0.000504689431319919,0.914696251682343
triangle,4.57814702987792,0,0,8,0,0,1,5500,1.83692951151039,30774.0801063335,4.87468127288354,1.47348651622711,1.18262704942294,167.53,NaN,0,66.08,5,0.000568443382990644,0.904187892231929
square,4.90178883075627,2.52818308785878,3.17830694430688,8,0,0,0,5500,20.3885959601158,140885.1980844,96.6702406436402,2.77912981955482,29.030778994078,NaN,69.09,1,41.09,1,0.00108744952508727,0.951619105490172
triangle,3.12003763955895,2.52818308785878,3.17830694430688,8,0,0,1,5500,2.11503590746504,51814.1496610784,6.27564859833843,1.98613744679162,1.47748823470616,244.98,NaN,0,118.1,12,0.000263779734687935,0.864328889491684
square,4.9940065432133,8.15594367134506,6.77536825939425,8,0,0,0,5500,36.8301562796149,34546.6865902787,131.669178464644,3.99279847466208,50.3431449468577,9.38,NaN,0,6.58,1,0.00224630473953951,0.981234006578965
triangle,4.30490214593723,8.15594367134506,6.77536825939425,8,0,0,1,5500,21.824496902252,27520.6905937398,140.783665685908,2.69136009753768,39.4818299969983,12.61,NaN,0,6.5,1,0.00222448814914232,0.981288025043487
square,3.05026997142041,11.9362271574157,10.7109357964525,8,0,0,0,5500,52.7841104794062,37951.7754346931,131.690619584201,15.3180755351004,54.2021348852396,7.19,NaN,0,6.1,1,0.00230553100867837,0.983035647415431
triangle,3.36820057885502,11.9362271574157,10.7109357964525,8,0,0,1,5500,44.9803603006754,26898.2554598039,148.739172629822,7.30082909751662,61.4012459408344,5.98,NaN,0,4.89,1,0.00248269176354964,0.986643597229335
triangle,4.46845938238663,0,0,1,0,0,0,1000,2.93246973762967,10768.0288765761,115.023682338478,1.03879614829781,14.8820454410572,36.72,NaN,0,1.04,1,0.000525992707268318,0.961247848455269
triangle,3.35371011525061,0,0,1,0,0,1,1000,2.70271412072417,12491.9446659871,114.59946786071,1.32339450148843,13.0150561613115,46.22,NaN,0,1.04,1,0.000317564186460951,0.952589622932068
square,3.44754080939408,1.3266101809646,4.622904476198,1,0,0,0,1000,3.80397616651275,12187.9396375069,101.189135319138,0.386205729865931,17.9300147505108,32.04,NaN,0,1.12,1,0.000309773674167352,0.966375460579212
triangle,3.17500069915317,1.3266101809646,4.622904476198,1,0,0,1,1000,1.8905142119597,9182.22752748824,114.969713988224,0.53373711273227,12.502555147785,48.57,NaN,0,0.59,1,0.000288495614158869,0.949412888619374
square,4.44634695836619,5.90308443876554,5.22525553736787,1,0,0,0,1000,24.9390744026923,9900.81253786885,100.231144605211,0.700130973466136,42.7855771560641,NaN,3.96,1,0.98,1,8.5263619342733e-05,0.996525573300868
square,4.32123364900581,5.90308443876554,5.22525553736787,1,0,0,1,1000,24.1800619175628,9986.36557195342,100.05659793757,0.50394003104377,42.514681351209,NaN,4.12,1,0.99,1,8.47020317569724e-05,0.99509307192134
triangle,4.82113997704606,13.1367325122173,10.1082490731515,1,0,0,0,1000,18.0536002950647,7293.65451920613,130.197852408091,1.92431958468306,42.6751763495801,4.04,NaN,0,1.98,1,0.000357523488548578,0.995092738019872
triangle,4.49169496868544,13.1367325122173,10.1082490731515,1,0,0,1,1000,16.8379034070191,7038.24362413397,130.023870291233,1.77476321055641,41.2953723458087,4.18,NaN,0,1.97,1,0.000306216538108184,0.995092683795067
triangle,4.15098971940563,0,0,2,0,0,0,2500,0.777587795240184,8027.81639805966,2.00336808040128,0.755172961914626,0.500298755612548,NaN,103.23,1,0.18,1,0.000837071597965294,0.903534387650162
square,3.55013951164387,0,0,2,0,0,1,2500,0.92723142265577,10978.4200442443,1.97492714949583,0.929410545001986,0.520200845916821,NaN,118.39,1,0,0,0.000597011077219749,0.891421932470473
triangle,4.60889916722614,2.25819385225986,1.13856413013274,2,0,0,0,2500,0.660333554534336,6294.29944182129,1.99728248378867,0.509487985557497,0.447481881603315,NaN,95.31,1,0,0,0.000999094641075522,0.911745304080867
triangle,3.05998390053878,2.25819385225986,1.13856413013274,2,0,0,1,2500,18.2261444767498,122825.987628817,119.079782845121,1.7455769876966,36.0047800829891,67.39,NaN,0,23.23,2,0.000739652176978374,0.931575042602802
square,4.97828981940068,5.43538609950446,9.01045720277902,2,0,0,0,2500,0.980975327899347,9181.92906913788,2.08875776329764,0.847899291765841,0.645196628567375,NaN,93.59,1,6.61,1,0.00102030896949312,0.913634438058473
square,4.87879672376907,5.43538609950446,9.01045720277902,2,0,0,1,2500,0.964971611642725,9129.59641775182,2.10103705425108,0.799276648745878,0.637487837457765,NaN,94.6,1,4.34,1,0.000992140553427887,0.910314811239429
